benchmark,category,requirement,requirement_id,service_name,name,policy_id,description,effects,github_link,github_version
CMMC L3,Access Control,Verify and control/limit connections to and use of external information systems.,AC.1.003,Security Center,Adaptive network hardening recommendations should be applied on internet facing virtual machines,08e6af2d-db70-460a-bfe9-d5bd474ba9d6,Azure Security Center analyzes the traffic patterns of Internet facing virtual machines and provides Network Security Group rule recommendations that reduce the potential attack surface,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_AdaptiveNetworkHardenings_Audit.json,3.0.0
CMMC L3,Access Control,Verify and control/limit connections to and use of external information systems.,AC.1.003,Network,All Internet traffic should be routed via your deployed Azure Firewall,fc5e4038-4584-4632-8c85-c0448d374b2c,Azure Security Center has identified that some of your subnets aren't protected with a next generation firewall. Protect your subnets from potential threats by restricting access to them with Azure Firewall or a supported next generation firewall,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/ASC_All_Internet_traffic_should_be_routed_via_Azure_Firewall.json,3.0.0-preview
CMMC L3,Access Control,Verify and control/limit connections to and use of external information systems.,AC.1.003,Security Center,Internet-facing virtual machines should be protected with network security groups,f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,Protect your virtual machines from potential threats by restricting access to them with network security groups (NSG). Learn more about controlling traffic with NSGs at https://aka.ms/nsg-doc,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_NetworkSecurityGroupsOnInternetFacingVirtualMachines_Audit.json,3.0.0
CMMC L3,Access Control,Verify and control/limit connections to and use of external information systems.,AC.1.003,Network,RDP access from the Internet should be blocked,e372f825-a257-4fb8-9175-797a8a8627d6,This policy audits any network security rule that allows RDP access from Internet,"Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/NetworkSecurityGroup_RDPAccess_Audit.json,2.0.0
CMMC L3,Access Control,Verify and control/limit connections to and use of external information systems.,AC.1.003,Network,SSH access from the Internet should be blocked,2c89a2e5-7285-40fe-afe0-ae8654b92fab,This policy audits any network security rule that allows SSH access from Internet,"Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/NetworkSecurityGroup_SSHAccess_Audit.json,2.0.0
CMMC L3,Access Control,"Employ the principle of least privilege, including for specific security functions and privileged accounts.",AC.2.007,Security Center,External accounts with read permissions should be removed from your subscription,5f76cf89-fbf2-47fd-a3f4-b891fa780b60,External accounts with read privileges should be removed from your subscription in order to prevent unmonitored access.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_RemoveExternalAccountsReadPermissions_Audit.json,3.0.0
CMMC L3,Access Control,"Employ the principle of least privilege, including for specific security functions and privileged accounts.",AC.2.007,Security Center,External accounts with write permissions should be removed from your subscription,5c607a2e-c700-4744-8254-d77e7c9eb5e4,External accounts with write privileges should be removed from your subscription in order to prevent unmonitored access.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_RemoveExternalAccountsWritePermissions_Audit.json,3.0.0
CMMC L3,Access Control,"Employ the principle of least privilege, including for specific security functions and privileged accounts.",AC.2.007,Security Center,Management ports of virtual machines should be protected with just-in-time network access control,b0f33259-77d7-4c9e-aac6-3aabcfae693c,Possible network Just In Time (JIT) access will be monitored by Azure Security Center as recommendations,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_JITNetworkAccess_Audit.json,3.0.0
CMMC L3,Access Control,"Employ the principle of least privilege, including for specific security functions and privileged accounts.",AC.2.007,Security Center,Role-Based Access Control (RBAC) should be used on Kubernetes Services,ac4a19c2-fa67-49b4-8ae5-0b2e78c49457,"To provide granular filtering on the actions that users can perform, use Role-Based Access Control (RBAC) to manage permissions in Kubernetes Service Clusters and configure relevant authorization policies.","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableRBAC_KubernetesService_Audit.json,1.0.2
CMMC L3,Access Control,Use non-privileged accounts or roles when accessing nonsecurity functions.,AC.2.008,Guest Configuration,Windows machines should meet requirements for 'Security Options - User Account Control',492a29ed-d143-4f03-b6a4-705ce081b463,"Windows machines should have the specified Group Policy settings in the category 'Security Options - User Account Control' for mode for admins, behavior of elevation prompt, and virtualizing file and registry write failures. This policy requires that the Guest Configuration prerequisites have been deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol .","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Guest%20Configuration/GuestConfiguration_SecurityOptionsUserAccountControl_AINE.json,2.0.0
CMMC L3,Access Control,Use non-privileged accounts or roles when accessing nonsecurity functions.,AC.2.008,Guest Configuration,Windows machines should meet requirements for 'User Rights Assignment',e068b215-0026-4354-b347-8fb2766f73a2,"Windows machines should have the specified Group Policy settings in the category 'User Rights Assignment' for allowing log on locally, RDP, access from the network, and many other user activities. This policy requires that the Guest Configuration prerequisites have been deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol .","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Guest%20Configuration/GuestConfiguration_UserRightsAssignment_AINE.json,2.0.0
CMMC L3,Access Control,Monitor and control remote access sessions.,AC.2.013,Guest Configuration,Add system-assigned managed identity to enable Guest Configuration assignments on virtual machines with no identities,3cf2ab00-13f1-4d0c-8971-2ac904541a7e,"This policy adds a system-assigned managed identity to virtual machines hosted in Azure that are supported by Guest Configuration but do not have any managed identities. A system-assigned managed identity is a prerequisite for all Guest Configuration assignments and must be added to machines before using any Guest Configuration policy definitions. For more information on Guest Configuration, visit https://aka.ms/gcpol .",modify,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Guest%20Configuration/GuestConfiguration_AddSystemIdentityWhenNone_Prerequisite.json,1.0.0
CMMC L3,Access Control,Monitor and control remote access sessions.,AC.2.013,Guest Configuration,Add system-assigned managed identity to enable Guest Configuration assignments on VMs with a user-assigned identity,497dff13-db2a-4c0f-8603-28fa3b331ab6,"This policy adds a system-assigned managed identity to virtual machines hosted in Azure that are supported by Guest Configuration and have at least one user-assigned identity but do not have a system-assigned managed identity. A system-assigned managed identity is a prerequisite for all Guest Configuration assignments and must be added to machines before using any Guest Configuration policy definitions. For more information on Guest Configuration, visit https://aka.ms/gcpol .",modify,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Guest%20Configuration/GuestConfiguration_AddSystemIdentityWhenUser_Prerequisite.json,1.0.0
CMMC L3,Access Control,Monitor and control remote access sessions.,AC.2.013,Guest Configuration,Audit Linux machines that allow remote connections from accounts without passwords,ea53dbee-c6c9-4f0e-9f9e-de0039b78023,"Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol . Machines are non-compliant if Linux machines that allow remote connections from accounts without passwords","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Guest%20Configuration/GuestConfiguration_LinuxPassword110_AINE.json,1.0.0
CMMC L3,Access Control,Monitor and control remote access sessions.,AC.2.013,Guest Configuration,Deploy the Windows Guest Configuration extension to enable Guest Configuration assignments on Windows VMs,385f5831-96d4-41db-9a3c-cd3af78aaae6,"This policy deploys the Windows Guest Configuration extension to Windows virtual machines hosted in Azure that are supported by Guest Configuration. The Windows Guest Configuration extension is a prerequisite for all Windows Guest Configuration assignments and must deployed to machines before using any Windows Guest Configuration policy definition. For more information on Guest Configuration, visit https://aka.ms/gcpol .",deployIfNotExists,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Guest%20Configuration/GuestConfiguration_DeployExtensionWindows_Prerequisite.json,1.0.0
CMMC L3,Access Control,Monitor and control remote access sessions.,AC.2.013,Security Center,Management ports of virtual machines should be protected with just-in-time network access control,b0f33259-77d7-4c9e-aac6-3aabcfae693c,Possible network Just In Time (JIT) access will be monitored by Azure Security Center as recommendations,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_JITNetworkAccess_Audit.json,3.0.0
CMMC L3,Access Control,Monitor and control remote access sessions.,AC.2.013,Network,Network Watcher should be enabled,b6e2945c-0b7b-40f5-9233-7a5323b5cdc6,"Network Watcher is a regional service that enables you to monitor and diagnose conditions at a network scenario level in, to, and from Azure. Scenario level monitoring enables you to diagnose problems at an end to end network level view. Network diagnostic and visualization tools available with Network Watcher help you understand, diagnose, and gain insights to your network in Azure.",auditIfNotExists,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/NetworkWatcher_Enabled_Audit.json,1.1.0
CMMC L3,Access Control,Monitor and control remote access sessions.,AC.2.013,App Service,Remote debugging should be turned off for API Apps,e9c8d085-d9cc-4b17-9cdc-059f1f01f19e,Remote debugging requires inbound ports to be opened on API apps. Remote debugging should be turned off.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/App%20Service/AppService_DisableRemoteDebugging_ApiApp_Audit.json,1.0.0
CMMC L3,Access Control,Monitor and control remote access sessions.,AC.2.013,App Service,Remote debugging should be turned off for Function Apps,0e60b895-3786-45da-8377-9c6b4b6ac5f9,Remote debugging requires inbound ports to be opened on function apps. Remote debugging should be turned off.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/App%20Service/AppService_DisableRemoteDebugging_FunctionApp_Audit.json,1.0.0
CMMC L3,Access Control,Monitor and control remote access sessions.,AC.2.013,App Service,Remote debugging should be turned off for Web Applications,cb510bfd-1cba-4d9f-a230-cb0976f4bb71,Remote debugging requires inbound ports to be opened on a web application. Remote debugging should be turned off.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/App%20Service/AppService_DisableRemoteDebugging_WebApp_Audit.json,1.0.0
CMMC L3,Access Control,Monitor and control remote access sessions.,AC.2.013,Storage,Storage accounts should restrict network access,34c877ad-507e-4c82-993e-3452a6e0ad3c,"Network access to storage accounts should be restricted. Configure network rules so only applications from allowed networks can access the storage account. To allow connections from specific internet or on-premises clients, access can be granted to traffic from specific Azure virtual networks or to public internet IP address ranges","Audit, Deny, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Storage/Storage_NetworkAcls_Audit.json,1.1.1
CMMC L3,Access Control,Monitor and control remote access sessions.,AC.2.013,Guest Configuration,Windows machines should meet requirements for 'Security Options - Network Security',1221c620-d201-468c-81e7-2817e6107e84,"Windows machines should have the specified Group Policy settings in the category 'Security Options - Network Security' for including Local System behavior, PKU2U, LAN Manager, LDAP client, and NTLM SSP. This policy requires that the Guest Configuration prerequisites have been deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol .","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Guest%20Configuration/GuestConfiguration_SecurityOptionsNetworkSecurity_AINE.json,2.0.0
CMMC L3,Access Control,Route remote access via managed access control points.,AC.2.015,Network,RDP access from the Internet should be blocked,e372f825-a257-4fb8-9175-797a8a8627d6,This policy audits any network security rule that allows RDP access from Internet,"Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/NetworkSecurityGroup_RDPAccess_Audit.json,2.0.0
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,Security Center,Adaptive network hardening recommendations should be applied on internet facing virtual machines,08e6af2d-db70-460a-bfe9-d5bd474ba9d6,Azure Security Center analyzes the traffic patterns of Internet facing virtual machines and provides Network Security Group rule recommendations that reduce the potential attack surface,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_AdaptiveNetworkHardenings_Audit.json,3.0.0
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,Network,All Internet traffic should be routed via your deployed Azure Firewall,fc5e4038-4584-4632-8c85-c0448d374b2c,Azure Security Center has identified that some of your subnets aren't protected with a next generation firewall. Protect your subnets from potential threats by restricting access to them with Azure Firewall or a supported next generation firewall,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/ASC_All_Internet_traffic_should_be_routed_via_Azure_Firewall.json,3.0.0-preview
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,Cognitive Services,Cognitive Services accounts should restrict network access,037eea7a-bd0a-46c5-9a66-03aea78705d3,"Network access to Cognitive Services accounts should be restricted. Configure network rules so only applications from allowed networks can access the Cognitive Services account. To allow connections from specific internet or on-premises clients, access can be granted to traffic from specific Azure virtual networks or to public internet IP address ranges.","Audit, Deny, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Cognitive%20Services/CognitiveServices_NetworkAcls_Audit.json,1.0.0
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,Container Registry,Container registries should not allow unrestricted network access,d0793b48-0edc-4296-a390-4c75d1bdfd71,"Azure container registries by default accept connections over the internet from hosts on any network. To protect your registries from potential threats, allow access from only specific public IP addresses or address ranges. If your registry doesn't have an IP/firewall rule or a configured virtual network, it will appear in the unhealthy resources. Learn more about Container Registry network rules here: https://aka.ms/acr/portal/public-network and here https://aka.ms/acr/vnet .","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Container%20Registry/ACR_NetworkRulesExist_Audit.json,1.0.1
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,API for FHIR,CORS should not allow every domain to access your API for FHIR,0fea8f8a-4169-495d-8307-30ec335f387d,"Cross-Origin Resource Sharing (CORS) should not allow all domains to access your API for FHIR. To protect your API for FHIR, remove access for all domains and explicitly define the domains allowed to connect.","audit, disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/API%20for%20FHIR/HealthcareAPIs_RestrictCORSAccess_Audit.json,1.0.0
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,App Service,CORS should not allow every resource to access your API App,358c20a6-3f9e-4f0e-97ff-c6ce485e2aac,Cross-Origin Resource Sharing (CORS) should not allow all domains to access your API app. Allow only required domains to interact with your API app.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/App%20Service/AppService_RestrictCORSAccess_ApiApp_Audit.json,1.0.0
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,App Service,CORS should not allow every resource to access your Function Apps,0820b7b9-23aa-4725-a1ce-ae4558f718e5,Cross-Origin Resource Sharing (CORS) should not allow all domains to access your Function app. Allow only required domains to interact with your Function app.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/App%20Service/AppService_RestrictCORSAccess_FuntionApp_Audit.json,1.0.0
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,Security Center,Internet-facing virtual machines should be protected with network security groups,f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,Protect your virtual machines from potential threats by restricting access to them with network security groups (NSG). Learn more about controlling traffic with NSGs at https://aka.ms/nsg-doc,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_NetworkSecurityGroupsOnInternetFacingVirtualMachines_Audit.json,3.0.0
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,SQL,Public network access on Azure SQL Database should be disabled,1b8ca024-1d5c-4dec-8995-b1a932b41780,Disabling the public network access property improves security by ensuring your Azure SQL Database can only be accessed from a private endpoint. This configuration denies all logins that match IP or virtual network based firewall rules.,"Audit, Deny, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/SqlServer_PublicNetworkAccess_Audit.json,1.1.0
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,Cognitive Services,Public network access should be disabled for Cognitive Services accounts,0725b4dd-7e76-479c-a735-68e7ee23d5ca,This policy audits any Cognitive Services account in your environment with public network access enabled. Public network access should be disabled so that only connections from private endpoints are allowed.,"Audit, Deny, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Cognitive%20Services/CognitiveServices_DisablePublicNetworkAccess_Audit.json,1.0.0
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,SQL,Public network access should be disabled for MariaDB servers,fdccbe47-f3e3-4213-ad5d-ea459b2fa077,"Disable the public network access property to improve security and ensure your Azure Database for MariaDB can only be accessed from a private endpoint. This configuration strictly disables access from any public address space outside of Azure IP range, and denies all logins that match IP or virtual network-based firewall rules.","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/MariaDB_DisablePublicNetworkAccess_Audit.json,1.0.2
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,SQL,Public network access should be disabled for MySQL flexible servers,c9299215-ae47-4f50-9c54-8a392f68a052,Disabling the public network access property improves security by ensuring your Azure Database for MySQL flexible servers can only be accessed from a private endpoint. This configuration strictly disables access from any public address space outside of Azure IP range and denies all logins that match IP or virtual network-based firewall rules.,"Audit, Deny, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/MySQL_FlexibleServers_DisablePublicNetworkAccess_Audit.json,1.0.0
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,SQL,Public network access should be disabled for MySQL servers,d9844e8a-1437-4aeb-a32c-0c992f056095,"Disable the public network access property to improve security and ensure your Azure Database for MySQL can only be accessed from a private endpoint. This configuration strictly disables access from any public address space outside of Azure IP range, and denies all logins that match IP or virtual network-based firewall rules.","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/MySQL_DisablePublicNetworkAccess_Audit.json,1.0.2
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,SQL,Public network access should be disabled for PostgreSQL flexible servers,5e1de0e3-42cb-4ebc-a86d-61d0c619ca48,Disabling the public network access property improves security by ensuring your Azure Database for PostgreSQL flexible servers can only be accessed from a private endpoint. This configuration strictly disables access from any public address space outside of Azure IP range and denies all logins that match IP or virtual network-based firewall rules.,"Audit, Deny, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/PostgreSQL_FlexibleServers_DisablePublicNetworkAccess_Audit.json,1.0.0
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,SQL,Public network access should be disabled for PostgreSQL servers,b52376f7-9612-48a1-81cd-1ffe4b61032c,"Disable the public network access property to improve security and ensure your Azure Database for PostgreSQL can only be accessed from a private endpoint. This configuration disables access from any public address space outside of Azure IP range, and denies all logins that match IP or virtual network-based firewall rules.","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/SQL/PostgreSQL_DisablePublicNetworkAccess_Audit.json,1.0.2
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,Network,RDP access from the Internet should be blocked,e372f825-a257-4fb8-9175-797a8a8627d6,This policy audits any network security rule that allows RDP access from Internet,"Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Network/NetworkSecurityGroup_RDPAccess_Audit.json,2.0.0
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,Security Center,Role-Based Access Control (RBAC) should be used on Kubernetes Services,ac4a19c2-fa67-49b4-8ae5-0b2e78c49457,"To provide granular filtering on the actions that users can perform, use Role-Based Access Control (RBAC) to manage permissions in Kubernetes Service Clusters and configure relevant authorization policies.","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_EnableRBAC_KubernetesService_Audit.json,1.0.2
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,Storage,Storage account public access should be disallowed,4fa4b6c0-31ca-4c0d-b10d-24b96f62a751,"Anonymous public read access to containers and blobs in Azure Storage is a convenient way to share data but might present security risks. To prevent data breaches caused by undesired anonymous access, Microsoft recommends preventing public access to a storage account unless your scenario requires it.","audit, deny, disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Storage/ASC_Storage_DisallowPublicBlobAccess_Audit.json,2.0.1-preview
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,Storage,Storage accounts should restrict network access,34c877ad-507e-4c82-993e-3452a6e0ad3c,"Network access to storage accounts should be restricted. Configure network rules so only applications from allowed networks can access the storage account. To allow connections from specific internet or on-premises clients, access can be granted to traffic from specific Azure virtual networks or to public internet IP address ranges","Audit, Deny, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Storage/Storage_NetworkAcls_Audit.json,1.1.1
CMMC L3,Access Control,Control the flow of CUI in accordance with approved authorizations.,AC.2.016,Guest Configuration,Windows machines should meet requirements for 'Security Options - Network Access',3ff60f98-7fa4-410a-9f7f-0b00f5afdbdd,"Windows machines should have the specified Group Policy settings in the category 'Security Options - Network Access' for including access for anonymous users, local accounts, and remote access to the registry. This policy requires that the Guest Configuration prerequisites have been deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol .","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Guest%20Configuration/GuestConfiguration_SecurityOptionsNetworkAccess_AINE.json,2.0.0
CMMC L3,Access Control,Separate the duties of individuals to reduce the risk of malevolent activity without collusion.,AC.3.017,Security Center,A maximum of 3 owners should be designated for your subscription,4f11b553-d42e-4e3a-89be-32ca364cad4c,It is recommended to designate up to 3 subscription owners in order to reduce the potential for breach by a compromised owner.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_DesignateLessThanXOwners_Audit.json,3.0.0
CMMC L3,Access Control,Separate the duties of individuals to reduce the risk of malevolent activity without collusion.,AC.3.017,Guest Configuration,Audit Windows machines missing any of specified members in the Administrators group,30f71ea1-ac77-4f26-9fc5-2d926bbd4ba7,"Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol . Machines are non-compliant if the local Administrators group does not contain one or more members that are listed in the policy parameter.",auditIfNotExists,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Guest%20Configuration/GuestConfiguration_AdministratorsGroupMembersToInclude_AINE.json,1.0.0
CMMC L3,Access Control,Separate the duties of individuals to reduce the risk of malevolent activity without collusion.,AC.3.017,Guest Configuration,Audit Windows machines that have the specified members in the Administrators group,69bf4abd-ca1e-4cf6-8b5a-762d42e61d4f,"Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol . Machines are non-compliant if the local Administrators group contains one or more of the members listed in the policy parameter.",auditIfNotExists,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Guest%20Configuration/GuestConfiguration_AdministratorsGroupMembersToExclude_AINE.json,1.0.0
CMMC L3,Access Control,Separate the duties of individuals to reduce the risk of malevolent activity without collusion.,AC.3.017,Security Center,There should be more than one owner assigned to your subscription,09024ccc-0c5f-475e-9457-b7c0d9ed487b,It is recommended to designate more than one subscription owner in order to have administrator access redundancy.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Security%20Center/ASC_DesignateMoreThanOneOwner_Audit.json,3.0.0
CMMC L3,Access Control,Prevent non-privileged users from executing privileged functions and capture the execution of such functions in audit logs.,AC.3.018,Monitoring,An activity log alert should exist for specific Administrative operations,b954148f-4c11-4c38-8221-be76711e194a,This policy audits specific Administrative operations with no activity log alerts configured.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Monitoring/ActivityLog_AdministrativeOperations_Audit.json,1.0.0
CMMC L3,Access Control,Prevent non-privileged users from executing privileged functions and capture the execution of such functions in audit logs.,AC.3.018,General,Audit usage of custom RBAC rules,a451c1ef-c6ca-483d-87ed-f49761e3ffb5,"Audit built-in roles such as 'Owner, Contributer, Reader' instead of custom RBAC roles, which are error prone. Using custom roles is treated as an exception and requires a rigorous review and threat modeling","Audit, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/General/Subscription_AuditCustomRBACRoles_Audit.json,1.0.0
CMMC L3,Access Control,Prevent non-privileged users from executing privileged functions and capture the execution of such functions in audit logs.,AC.3.018,Guest Configuration,Windows machines should meet requirements for 'System Audit Policies - Privilege Use',87845465-c458-45f3-af66-dcd62176f397,"Windows machines should have the specified Group Policy settings in the category 'System Audit Policies - Privilege Use' for auditing nonsensitive and other privilege use. This policy requires that the Guest Configuration prerequisites have been deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol .","AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Guest%20Configuration/GuestConfiguration_SystemAuditPoliciesPrivilegeUse_AINE.json,2.0.0
CMMC L3,Access Control,Authorize remote execution of privileged commands and remote access to security-relevant information.,AC.3.021,Guest Configuration,Add system-assigned managed identity to enable Guest Configuration assignments on virtual machines with no identities,3cf2ab00-13f1-4d0c-8971-2ac904541a7e,"This policy adds a system-assigned managed identity to virtual machines hosted in Azure that are supported by Guest Configuration but do not have any managed identities. A system-assigned managed identity is a prerequisite for all Guest Configuration assignments and must be added to machines before using any Guest Configuration policy definitions. For more information on Guest Configuration, visit https://aka.ms/gcpol .",modify,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Guest%20Configuration/GuestConfiguration_AddSystemIdentityWhenNone_Prerequisite.json,1.0.0
CMMC L3,Access Control,Authorize remote execution of privileged commands and remote access to security-relevant information.,AC.3.021,Guest Configuration,Add system-assigned managed identity to enable Guest Configuration assignments on VMs with a user-assigned identity,497dff13-db2a-4c0f-8603-28fa3b331ab6,"This policy adds a system-assigned managed identity to virtual machines hosted in Azure that are supported by Guest Configuration and have at least one user-assigned identity but do not have a system-assigned managed identity. A system-assigned managed identity is a prerequisite for all Guest Configuration assignments and must be added to machines before using any Guest Configuration policy definitions. For more information on Guest Configuration, visit https://aka.ms/gcpol .",modify,https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Guest%20Configuration/GuestConfiguration_AddSystemIdentityWhenUser_Prerequisite.json,1.0.0
CMMC L3,Access Control,Authorize remote execution of privileged commands and remote access to security-relevant information.,AC.3.021,Monitoring,An activity log alert should exist for specific Administrative operations,b954148f-4c11-4c38-8221-be76711e194a,This policy audits specific Administrative operations with no activity log alerts configured.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Monitoring/ActivityLog_AdministrativeOperations_Audit.json,1.0.0
CMMC L3,Access Control,Authorize remote execution of privileged commands and remote access to security-relevant information.,AC.3.021,Monitoring,An activity log alert should exist for specific Security operations,3b980d31-7904-4bb7-8575-5665739a8052,This policy audits specific Security operations with no activity log alerts configured.,"AuditIfNotExists, Disabled",https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Monitoring/ActivityLog_SecurityOperations_Audit.json,1.0.0
